gene	adipocytes	cd4	MVEC	m1_macro	m2_macro
ENSG00000022267.12	1984.0629776662124	14.609505313861053	123.11706442044773	14.206064748831688	41.104584181966146	
ENSG00000023445.9	1.457363523498506	87.11355457617296	20.02741859812557	561.0015139365532	2.9361432543468013	
ENSG00000023892.9	1.0	368.9175581374251	1.0	2.9217531935587457	96.15686846491528	
ENSG00000024422.7	1246.6080278092466	1.0	455.0666388857326	29.888081362386586	59.34407582296981	
ENSG00000026751.12	1.0	16.784546968314245	1.0	5557.413021595868	4.224676689808026	
ENSG00000037280.11	1.0	8.726374662216664	82.05135153192167	1.0	1.0	
ENSG00000038945.10	1.0	1.0	10.996138154271408	22.028403002935107	278.83379261443804	
ENSG00000046889.14	1.0	1.0	106.85051238798472	1.0	1.0	
ENSG00000049540.12	431.20572864363555	1.0	1.0	1.0	1.0	
ENSG00000055163.14	8.502762643180908	760.1467455693353	23.841791647742724	10.253890826654711	9.760949857038316	
ENSG00000056998.14	107.03095438884759	1.0	1.0	1.5116624085023198	5.3826665386383805	
ENSG00000059377.11	1.0	7.8901308386623	1.8650039951707214	6.17309895929804	93.57646551181978	
ENSG00000060718.14	2042.3990264133265	1.0	1.0	60.93833335991623	105.05317675621306	
ENSG00000062282.10	1943.6982512413979	1.0	1.9395712856340785	5.488211270620047	1.0	
ENSG00000064201.11	1.0	79.08402256718551	1.0	1.0	1.0	
ENSG00000065320.4	1.7664155664922498	1.0	1.7392481788862864	91.82874824505751	2.014410539185358	
ENSG00000065675.10	1.0	94.87652646440529	1.0	1.0	1.06559342582001	
ENSG00000066056.9	1.0	1.0	930.1041525926456	1.0	1.0164745606628593	
ENSG00000066336.7	1.0	8.592160550522031	1.0	403.3224795772275	462.76920294047864	
ENSG00000066923.13	1.9610446912024828	117.45200749986924	4.502240297394935	1.5427362351016893	1.098741727876174	
ENSG00000068831.14	7.71695263277848	699.4142959583718	1.0	1.7195253732505134	2.2179166997433724	
ENSG00000069122.14	1.3740171373434538	1.0	765.3917399098403	1.0	1.0	
ENSG00000070190.8	1.0	23.469117956229717	1.0	239.4669409718771	19.837474861962583	
ENSG00000071967.7	552.8266264317392	1.0	48.74192146321065	8.133211505086445	18.482777450547996	
ENSG00000072818.7	2.3401081739812923	699.8906124015825	1.0	15.10474247802347	11.93740252684627	
ENSG00000072858.6	1.0	118.03391813697039	1.0	1.032322073427725	1.0	
ENSG00000073756.7	3.0077619782398797	1.0573447327442116	15.423399128881208	450.6509478299547	45.65094235892417	
ENSG00000074370.13	1.3924830148201146	1186.2601919037502	1.0	28.09572860115918	83.06823934085307	
ENSG00000074527.7	60.9777043398312	1.0	981.4445303412965	1.026940897407765	1.5257677875831046	
ENSG00000074706.9	1.0	169.515067051733	1.0	1.0	35.57273373311065	
ENSG00000076356.6	32.478814301457284	1.2332742768533036	575.9986557482042	22.000886454885904	79.29127244852097	
ENSG00000076555.11	562.5922323504494	41.07872627771158	1.499342328778075	2.7632938889537004	1.474459854595711	
ENSG00000076706.10	510.37504915833614	1.5774302789260943	3622.4386300651513	22.374387139450587	56.57116647573459	
ENSG00000077063.6	1.0	1.0	1.0	12.258073192030235	90.32440701979195	
ENSG00000077942.13	420.5567311004321	1.0	1.0	35.18511098549712	29.32790203316625	
ENSG00000078081.3	1.445773845278251	9.199055221829019	21.392980033722864	793.8661789230243	1.0	
ENSG00000078401.6	3.422494604752693	1.7827529847604242	834.3601523752063	77.0684310788839	6.870561105692714	
ENSG00000078596.6	1.0	232.42155569664124	130.70460119213016	1.0	1.007625692132207	
ENSG00000079215.9	18.844764131365668	1.0	1.0	152.64635913119636	7.507423999640851	
ENSG00000079435.5	450.9877980256075	24.54573635826612	3.408518187901922	1.0	1.1498196126884166	
ENSG00000080573.6	519.9320998487731	7.980751761917003	1.3298687096395752	4.066098371919079	2.932799190065725	
ENSG00000081059.15	4.74610682448238	2721.3346459117765	1.0	2.1692246583601538	1.1235864894626395	
ENSG00000083454.17	1.0	112.22347767301531	1.0	1.0	1.0	
ENSG00000085276.13	6.938150019235228	1.0	94.40894475308465	1.5817426074230432	2.481517676828367	
ENSG00000086300.11	6.415029052484856	6.581353797748159	1.0	1186.7502028072622	12.040780553097813	
ENSG00000086696.6	1.0	1.0	32.720007967666255	1.0	1.0	
ENSG00000087116.9	459.323887476078	1.0	1.0	23.202062552577566	16.601730396932673	
ENSG00000088827.8	1.0	1.0	1.0	609.3434513692154	238.14819137427423	
ENSG00000088881.16	1.0	5.394678269674797	1.0	116.45736683780423	1.0	
ENSG00000088992.13	1.0	2.6273352305146185	1.0	1.0271145334982843	61.62223356115639	
ENSG00000089012.10	1.0	199.0009190362561	1.0	1.0	1.0	
ENSG00000090554.8	1.3372332474656687	172.6438542037081	3.460007604513389	6.745808084379988	1.0	
ENSG00000090659.13	1.0	1.0	1.0	1.975984602152532	616.773702560464	
ENSG00000090920.9	2.30361439649795	33.76155464610851	1.4526805939384213	6.468631172023471	320.9218349726571	
ENSG00000091129.15	238.40863770756775	7.832199642439851	307.36590131679213	3.2315522868178244	1.0	
ENSG00000091136.9	1147.4745105645138	1.7878240524750597	2271.03631800594	74.56617949349041	237.81619951802185	
ENSG00000091879.9	1.0	1.0	251.3180377693932	1.0	1.39091122161003	
ENSG00000091986.11	1755.4899093030647	1.0	26.008292171594555	80.01106605965447	126.78461828648146	
ENSG00000092068.14	2.446483443855533	3.381743479779505	1.0	14.199491758790488	489.23620717082224	
ENSG00000094963.9	507.5480264163331	1.0	1.0	1.0	1.0	
ENSG00000095303.10	13.370159007671072	3.0987350121692563	57.96727067963757	57.077065782196755	492.79961931231935	
ENSG00000095970.12	1.0	1.0	1.0	2.290477151912473	430.4237839738738	
ENSG00000099194.5	16044.935166748253	24.297651752932452	128.73512628412664	77.65434833731007	505.00480169052094	
ENSG00000099204.14	22.603536075985332	1156.1174644042976	151.54365158367946	6.951996870316732	10.043720411506948	
ENSG00000099250.13	123.78768944818123	3.4593482525418913	487.22112918864116	142.38180421296516	1837.6003659673024	
ENSG00000099260.6	139.4700106653585	1.0	209.09273048348618	1.0	1.0	
ENSG00000099864.13	158.3421649379369	1.0	10.149262736436091	3.0813010059038417	3.3565347438574094	
ENSG00000099889.9	4.502240297394935	7.375368634478172	172.2478339928979	2.962895312040125	5.497006733110587	
ENSG00000100065.10	4.016918971175627	1.0	67.97169016125233	1.683333100324735	3.1959459777569768	
ENSG00000100122.5	1.0	1.0	1.0	1.0	43.513867982408115	
ENSG00000100234.11	2232.1763546860698	1.0	6.276674177535513	277.08229099091335	143.90242436248923	
ENSG00000100311.12	1.0	2.3386684678926626	442.16499875920124	61.9870630008159	86.5054537148881	
ENSG00000100351.12	1.0553190418273535	161.58446981986597	1.263576469127974	1.0	1.0020122357408914	
ENSG00000100365.10	1.0	13.572809369670281	1.0	70.98690566914391	224.58763597952873	
ENSG00000100368.9	1.0	9.36444817898396	27.554591464617072	1207.127980561203	105.34249275012445	
ENSG00000100385.9	1.0	285.97203221531373	1.0	6.416224673106255	4.2293929678723154	
ENSG00000100504.12	162.62804999161025	1.0	64.02664642912836	48.17719167931481	674.3942552205796	
ENSG00000100985.7	1.0	3.1392086432880992	1.0152513842644144	71.00363585311456	1118.4073376975423	
ENSG00000101017.9	2.208205235136554	10.32031827109917	6.7035527665088015	653.509316616597	53.48596162784496	
ENSG00000101336.8	1.0160771457179083	2.3489964047182195	1.1704362383166993	554.210833573278	329.39689288299655	
ENSG00000101916.11	1.0	1.0	1.0	493.27286334292234	9.781025612094128	
ENSG00000101938.10	290.81075411383813	1.0	1.0	1.0	1.0	
ENSG00000102010.10	1.0	1.0	99.69471993659826	1.0	1.0	
ENSG00000102245.3	1.0	118.86833513048957	1.0	1.0	1.0	
ENSG00000102524.7	1.0	3.064901215197107	1.0	411.7437208551124	6.116393368434463	
ENSG00000102794.5	1.0	1.0	1.0	1149.054456565544	1.0	
ENSG00000102879.11	1.0	2278.127745714023	2.3282286371439143	55.46274669393924	473.8664308277803	
ENSG00000103034.10	1.0	2.270415200714284	56.41949599180447	1.0311585238369876	2.6648442362276157	
ENSG00000103313.7	1.0	1.0	1.0	142.35321466437904	1.0522610736575908	
ENSG00000103522.11	1.0	207.46902897922752	1.0	4.263756587468921	5.6014506065619125	
ENSG00000103569.5	1.0	1.0	1.0	337.6722039602623	2.3873664811752398	
ENSG00000104043.10	1.149411868417694	1.4136765049656974	1.4672711752339906	23.098171780116044	158.33366904951532	
ENSG00000104112.4	1.0	1.0	1.0	70.09065096125913	1.0743254546905314	
ENSG00000104267.5	1.0	1.0	1.0	9.223970825364908	60.261341124235145	
ENSG00000104332.7	332.6938462401291	1.0584401052486196	1.0920328449372287	14.805118564472469	31.96573083865788	
ENSG00000104814.8	1.0	187.86470101053183	1.0013966390960969	1.0	1.0	
ENSG00000104894.7	2.0102717895579465	555.5345450132511	6.39488278723136	20.080616876569522	3.2878777020861953	
ENSG00000104951.11	1.696102996468691	6.798194540481746	19.777970364981332	547.4111716427267	15.186613004885569	
ENSG00000104967.6	1.004024471481783	1.1091875954025128	50.29154501846627	1.0	1.0	
ENSG00000105246.5	1.0	1.3576965532798289	4.234048261121891	356.4986113182857	24.399199518180552	
ENSG00000105369.5	1.0	111.83763519882135	1.0	1.0	1.0	
ENSG00000105383.10	1.0	1.0	1.0	22.44246288195165	127.46817229693842	
ENSG00000105499.9	1.167522180963382	1.0	235.7730444047146	41.86279809786559	1.7565548518271243	
ENSG00000105538.4	1.0	1.2267461912618558	152.7621562570756	1.0	1.0	
ENSG00000105609.12	1.0	1.0	1.0	5.453229109843026	56.43218580646798	
ENSG00000105855.5	7.560530756149889	2.3816814097789782	4.185360761279895	269.8914355375437	1.8651193078317292	
ENSG00000105974.7	1544.3157361457024	6.826645613240081	2565.1043435123693	24.591664397229344	61.374968175974146	
ENSG00000106066.9	9.035917194302638	1.5097059075610517	1.0	28.476663767159216	169.66141545739174	
ENSG00000106069.16	2.9058160902430856	1.0	1.0	1.7008572238971644	55.46324543121059	
ENSG00000106123.7	71.45012619645884	189.84390347347846	1.0	1.0	1.57657862123314	
ENSG00000106333.8	645.9560397550853	6.339350952574744	1.6046057822391375	26.403085381053252	33.834644195947156	
ENSG00000106366.7	621.6633175154577	1.0	18702.678181082716	1657.009419994995	680.9936635610175	
ENSG00000106565.13	1.0	1.0	1.0	221.86680912530713	42.81462214425406	
ENSG00000106772.13	355.5825786160952	1.0	10.526115473982827	4.736720334146918	10.959385325821737	
ENSG00000106809.6	241.33073625437666	1.0	1.0	1.0	1.0	
ENSG00000106819.7	136.7480565235556	1.0	1.0	1.0	1.0	
ENSG00000106823.8	113.14208765989375	1.0	1.0	1.0	1.0	
ENSG00000106852.11	1.0	1.0	57.28255840599863	1.0	1.0	
ENSG00000107317.7	444.7036823360198	1.5944544056303147	1.0	1.0	1.0	
ENSG00000107742.8	1.0	1551.6019800909075	1.0	1.0	1.0	
ENSG00000107798.13	145.3790668006835	66.21854646668382	33.03396607237474	113.49223152554352	2701.8685039610828	
ENSG00000108622.6	1.0	117.22274629295694	516.5921299326404	8.903023597863328	1.5386325945117896	
ENSG00000108691.5	1.4754105213092357	1.0	532.8678506057402	1215.0705919824857	1304.4858235682598	
ENSG00000108700.4	1.0	1.0	1.0	1566.2730174460387	235.2629611687895	
ENSG00000108821.9	18702.678181082716	1.0	1.0	805.8045426867126	2448.2205289900166	
ENSG00000109424.3	71.29530737309707	1.0	1.0	1.0	1.0	
ENSG00000109472.9	162.12450792305427	1.0	1.0	4.608232699102823	5.22623878056947	
ENSG00000109861.11	41.166974609597325	75.44205075822578	150.79897011898845	974.3166235373398	5331.9763100698265	
ENSG00000110077.10	1.0	1.2326258221008968	1.0	24.80835570842437	723.138875298971	
ENSG00000110079.12	1.0	1.0	1.0	3.974907049751263	229.5454690199452	
ENSG00000110427.10	3.314425093339656	1.0	145.20908883389512	2.4916891814971933	14.836853721809051	
ENSG00000110448.6	1.0	817.8208298200595	1.0	1.0	1.0	
ENSG00000110777.7	1.0	117.330984726033	1.0	1.0	1.0	
ENSG00000110799.9	1.2401427501804738	1.0	9102.61559757355	1.0	1.0	
ENSG00000110848.4	1.0711347788511274	403.38965261402336	5.907393683467477	7.974583807653273	1.0049280509459804	
ENSG00000111012.5	1.0	1.7369355076925435	1.0	327.64386052663724	2.0141259035646732	
ENSG00000111181.8	1.0	1.0020927592609032	1.0068918003735554	42.69932895127095	1.0	
ENSG00000111341.5	357.81785871403486	1.0	4.881100624401905	1.0311585238369876	1.059809812935156	
ENSG00000111729.8	1.0	1.7881638503007888	1.0	1.7503838145594393	315.89556830139014	
ENSG00000111907.16	89.5362413972534	1.0	1.0	1.0	1.1439370075443256	
ENSG00000111913.11	4.1145070157275665	903.0402038848534	1.0	15.289410520402669	1.235660489826184	
ENSG00000112096.12	196.93916307147302	79.24932462270723	237.31975982917282	9715.463211169881	156.11138432431267	
ENSG00000112149.5	3.331152891430332	29.27334100005441	1.0	1447.0127083911907	31.899246388225066	
ENSG00000112182.10	1.0196956307139882	269.5854027011741	1.8793750276912187	1.2848764577235863	1.0000805235200119	
ENSG00000112414.10	1.0	1.0	248.26489928277192	31.10778271135461	62.231727775266236	
ENSG00000112769.14	810.9146694956869	1.0	1943.6982512413979	1.0916772856724195	3.704242392925706	
ENSG00000112799.4	1.0	7.027154706997499	1.0	11.899296189700935	111.48438753640355	
ENSG00000112936.14	71.71704426796693	1.0	1.0	1.0	1.0	
ENSG00000113263.8	1.0	532.3708935266008	1.0	19.746512336497652	1.0	
ENSG00000113389.11	648.1483808253168	1.0	1.0	1.0	1.0	
ENSG00000113721.9	879.0344918550012	1.0	1.0	63.53774949218939	45.63510461260583	
ENSG00000114013.11	1.0	1.7149792918680764	1.0	400.8891707458854	369.06565008949565	
ENSG00000114698.10	98.1685281402767	1.0	219.42459723048773	15.007556321963435	1.1019161793893328	
ENSG00000114812.8	1.0	70.73611307711485	1.0	1.0	1.008038572858954	
ENSG00000115008.5	1.0	1.0	7.814613646534131	157.82941883091698	3.9771444799322975	
ENSG00000115085.9	1.0	880.230042286905	1.0	1.0	1.0	
ENSG00000115267.5	4.752010451788796	19.138282501079637	19.288623866434936	756.5841701470449	13.866334288304301	
ENSG00000115380.14	405.9856572212455	1.0	4068.5980938509047	27.419861217054894	110.04205840616515	
ENSG00000115457.5	1237.4169102221688	1.4396875138456093	49.19002749997519	22.241052509918116	29.369048624381204	
ENSG00000115461.4	2777.625790433738	1.0	4.001680297855466	48.6123026411198	318.84537791208413	
ENSG00000115919.10	1.0	1.0	1.0	559.773420642633	35.54093277395592	
ENSG00000115956.9	1.0	13.105547166004591	1.0	1182.2375925838796	448.55603639599957	
ENSG00000116701.10	1.0	1.659845819578449	1.0	166.787075370212	552.4882074022588	
ENSG00000116824.4	1.0	275.4504191688921	1.0	1.0	1.0	
ENSG00000116852.10	1.0	393.2173907870394	5.138981745017565	6.2932371269960505	33.66336500925334	
ENSG00000116962.10	1642.7269326729524	1.0	352.8213251843227	71.26872247616862	64.38668499171918	
ENSG00000117115.8	1.0	1.0	1.0	54.00620491363162	1.0	
ENSG00000117228.9	47.2937497813537	68.49876705937965	54.220783244633964	4722.882517590425	12.81018169724014	
ENSG00000117322.12	1.0	101.24118846871596	1.0	1.0	1.0	
ENSG00000118523.5	1965.3635131131734	1.0	3139.374331733199	279.4939405285879	223.851995585762	
ENSG00000118785.9	1.0	1.0	1.0	908.4155973838685	9847.919282045847	
ENSG00000118898.11	95.93688352571337	3.6326601841101533	1.0	1.0241776574336152	1.0	
ENSG00000119508.13	1.0	8.914513904990375	1.004024471481783	186.15626755207518	1.4303264744026203	
ENSG00000119630.9	1.0	1.0	397.61157863474165	1.0	1.380023321663064	
ENSG00000119917.9	13.835903281858652	3.9077159356220412	6.349922149241843	1305.1022224384496	14.412946589090048	
ENSG00000119922.7	9.38168120597684	6.335787387610646	2.4295811369376747	960.7617883729527	6.28362681393401	
ENSG00000119927.9	2403.885975535289	15.740457629756637	13.028353157230192	2.8541713151836205	10.637318314701268	
ENSG00000120217.9	1.0	5.439418052731959	86.24140361965102	932.1976510058357	23.1960835816004	
ENSG00000120279.6	1.0	1.0	210.64010211850214	3.218388815478383	1.7380477092658153	
ENSG00000120337.7	1.0	1.0194099219077186	300.665441803336	1.58486874792384	1.0	
ENSG00000120586.4	1.0	1.0	1.0	1.0	80.7038898412014	
ENSG00000120594.12	1.9882062184717877	1.0	1.0	40.3777683011714	146.39319696966868	
ENSG00000120708.12	468.6555203656707	4.5484275790500295	382.13694284085994	1018.2873782465094	5673.564025585687	
ENSG00000120915.9	1.494393884458322	92.91282619534496	1.0	1.0	1.2142156533549433	
ENSG00000121380.8	1.0	1.0592518193332283	1.0788635241701525	65.53629124023652	1.0	
ENSG00000121594.7	1.0	1.0	1.0	287.1197876624602	8.273634735509006	
ENSG00000121769.3	148.86260853388586	1.0	1.0	1.0	4.692293721012405	
ENSG00000121858.6	1.0	41.500326045969075	41.75833273221694	979.9075429532026	1.5019053137779017	
ENSG00000121933.13	1.0	1.0	1.0	2.6372764786887144	508.9615377873346	
ENSG00000121966.6	1.0	783.8073229860906	62.07636913444596	10.14535427103486	1.4107509171842394	
ENSG00000122188.8	1.0	60.87857830604446	1.0	1.0	1.0	
ENSG00000122224.13	1.0	182.221884801646	1.0	1.0	1.0	
ENSG00000122378.9	633.859655518531	9.903492331248096	112.40378182088777	6.016989770363509	8.642426369911718	
ENSG00000123243.10	180.2070764361983	1.0	1.0	1.0	1.0	
ENSG00000123453.12	1.0	65.29330512585022	1.0	1.0	1.1465560486184576	
ENSG00000123610.3	1.0	1.0	1.0	808.6797854532008	1.4379352585867928	
ENSG00000123689.5	551.7954259784315	1.0	1.0	21.675878424938915	4.2333513105756095	
ENSG00000123700.4	2.5302066864580364	1.0	4.092223488885093	171.59109364420084	1.7508845033050608	
ENSG00000124006.10	300.665441803336	1.0	3.6300481308215864	6.214509743934903	9.006109458518033	
ENSG00000124019.9	1.0	1.0	107.69536726861631	1.0	1.0	
ENSG00000124203.5	1.0	119.39356616694809	1.0	1.0	1.0	
ENSG00000124212.5	108.21650902870242	1.0	4.092223488885093	1.0173283378854068	1.1746627676950578	
ENSG00000124406.12	1.2989484540759646	84.4849581001348	5.958398768761651	1.0	1.9445542338317385	
ENSG00000124491.11	1.0	2.017968016447729	1.0	4.638208416714692	7670.80462077483	
ENSG00000124749.12	100.92359625430878	1.0	1.0	1.538524240683193	2.0472558777463084	
ENSG00000125144.9	1.0	1.0	1.0	1320.664556168901	5.2227666122270975	
ENSG00000125538.7	7.505591057604523	1.2435389742867424	1.9200871328327442	1288.8175279311079	107.21454988629421	
ENSG00000125637.11	3.672938796134961	844.0991773324649	1.0	50.171083793914875	76.64390124257895	
ENSG00000125726.6	1.0	1.0	1.0	56.568398911194876	1.0	
ENSG00000125740.9	1.0802249057735278	1324.076392359269	1.3512580847652644	1.4618529829863263	1.3896838790036257	
ENSG00000125810.9	1.0	9.400540568523185	1689.0396162078725	3.0761629234404793	1148.6094316826002	
ENSG00000125910.4	1.0	113.8172322666478	1.0	1.0	1.0	
ENSG00000126353.3	2.0297450230730725	756.3691931626356	1.3613453776258186	920.3933743319758	1.01560718360932	
ENSG00000126778.7	221.2584081306559	1.0	6.657114074270348	1.0	1.0	
ENSG00000126785.8	5.642984169234094	1.0	256.3789708514657	1.4406980242868488	1.6639543802542112	
ENSG00000127083.7	61.23341496497363	1.0	1.0001610470400235	1.0	1.0	
ENSG00000127084.13	1.0	506.9743432528602	1.0	32.009509776346505	28.60642360231197	
ENSG00000127152.13	1.0	633.566539229977	1.0	1.0	1.0	
ENSG00000127329.10	1.0	1.0	362.55915848310406	1.9373303217975335	1.8994057069503412	
ENSG00000127507.13	1.0	1.1894697480728413	1.0	9.529376205181189	75.19744178910992	
ENSG00000127528.5	12.345553871517659	781.6063478259287	19.193108149989097	5.312314138873065	4.608877219058897	
ENSG00000127920.5	18.32739910129247	1.0047478634992606	517.606066279967	39.94935026466603	34.32208923233504	
ENSG00000127951.5	1.0	1.9675095756488332	1.0	112.14550423893989	320.1066819291728	
ENSG00000128052.8	87.46384263794822	1.0	728.0486512878659	43.3183432257384	20.52193194712585	
ENSG00000128284.15	3.2276591738363267	62.321296154116126	62.64499597654099	1100.3587786418439	1.3930321940516879	
ENSG00000128383.8	1.0	1.0	1.0	143.16555338347112	1.0	
ENSG00000128594.3	3.795904086291791	4.326945764226645	1.9172119105193957	1.3542598511667499	76.56038183356695	
ENSG00000129277.9	1.0	1.5469095098677763	1.0	431.89508955523775	64.87179158485654	
ENSG00000129450.4	1.0	1.0	1.0	24.584129233493712	71.78639656351267	
ENSG00000129538.9	1.0	1.0	34.14832592206734	117.45897762755605	3186.7957464644533	
ENSG00000129596.4	282.9990925912601	1.0	1.0	1.0	1.1411533857546763	
ENSG00000129965.9	238.98827561694662	1.0	1.0	6.008891169155303	8.727698462370839	
ENSG00000129988.5	77.46000783651857	1.0953821030201452	1.1229912063623906	1.0	1.0	
ENSG00000130158.9	33.23022764771156	4.347452773253732	345.94852904750746	6.007515035980646	3.099222084563623	
ENSG00000130203.5	5331.9763100698265	4.3709678054078385	1.910166313381906	30.684486890665752	15.723924809830876	
ENSG00000130208.5	277.14016711459436	1.1633751879821306	1.2032151617097844	1.5124202372059534	2.004484026247025	
ENSG00000130508.6	1470.1486292109396	4.006214983589469	3139.374331733199	134.51300761826306	232.97042475848406	
ENSG00000130707.13	414.42118412014	1.0	4.805241051572194	32.72376592387552	3.926568178394768	
ENSG00000130876.7	101.05024752001607	8.92994055971782	1.0	1.0	1.0	
ENSG00000131016.12	120.48866844325754	1.0	1065.5950472158177	96.47501475973178	42.16721770423838	
ENSG00000131042.9	1.0	1.0	1.0	351.7692286536494	150.15002073493076	
ENSG00000131203.8	1.0	1.0	1.0	4233.841008199879	1.4038669557222083	
ENSG00000131242.11	1.0	144.40234292725654	1.0	1.0758549219150892	3.7660715646528153	
ENSG00000131471.2	1315.1667344972598	1.0	1.0	1.289450170633208	1.8604460479585836	
ENSG00000131634.9	1.385539470231026	100.4213574130996	11.703791881267382	1.261907203818705	1.3451995723356496	
ENSG00000131979.14	1.1819717654473763	35.35064460819568	5.815839167560868	836.4980552147786	8.06479687015785	
ENSG00000132170.15	107.5392372843855	1.0	8.664671651473215	1.026335539528355	4.993317788795457	
ENSG00000132182.7	1.0	826.5980283958477	2.04530292788187	3.119584738547993	16.15957197371681	
ENSG00000132205.6	4.092223488885093	10.973545832466058	5.790095605732887	215.7305701858964	656.1525727338997	
ENSG00000132386.6	1211.8975077761797	8.871706718544026	1.0	28.38373483725814	17.153203719494005	
ENSG00000132514.9	1.0	1.0	1.0	3.623350702067282	735.1515736455481	
ENSG00000132688.10	1.8109629426451206	1.0	754.4072703919154	38.00097852398336	67.36975578961548	
ENSG00000132965.5	1.0	43.27078973497856	2.59651836818658	5.187634021878075	258.644134169861	
ENSG00000133317.10	116.9523863492374	1.0	1.0	1.0	5.878719394420717	
ENSG00000133800.4	1.056324616754274	1.2168847586709806	19.37402614525507	1.295825944618255	161.69538880958038	
ENSG00000134028.10	1.0	1.0	1.0	132.04065475091704	12.343851338338132	
ENSG00000134061.4	1.0	12.174565714211518	1.0	1.0	183.42046885827082	
ENSG00000134321.7	1.0	17.432048160989982	1.7664155664922498	911.4933191789004	1.6456707994072517	
ENSG00000134326.7	1.0	13.98097940436514	1.9040114495965126	359.5971682427692	4.537749978749384	
ENSG00000134460.11	1.0	17.471766922881447	1.0853719957657555	191.57192819635694	1.277719627035046	
ENSG00000134470.15	1.0	3.6027833587814175	15.211555758152285	387.01563822913255	1.3374979276760954	
ENSG00000134755.10	4.491784676890677	1.0	1.0	196.23501020762947	31.10774183110937	
ENSG00000134955.7	1.0	1.5789127351287155	2.995331563502659	19.292171092965688	88.84629380468297	
ENSG00000135114.8	1.0	5.603922246912708	1.0	280.93945954190923	2.301191418653595	
ENSG00000135127.7	1.0	170.88866465252812	1.0	1.1744448421034284	1.0	
ENSG00000135144.3	19.855408610946565	223.5853410930701	1.0	1.0	1.0901871959873795	
ENSG00000135218.13	2134.7488789273616	1.0	1.0	11.921930390179448	650.2594931652175	
ENSG00000135424.11	883.7412584689806	2.5929736847793845	1.0	6.897814651886865	1.0	
ENSG00000135426.10	1.0	213.45160878828864	1.0	1.0	1.0	
ENSG00000135480.10	1.0	1.0	590.0468337745342	16.846230893813992	38.75493973032876	
ENSG00000135549.10	11.633059321251304	1.0	1.0	10.560212950452122	131.153468517254	
ENSG00000135636.9	7.730351500647767	1.0474627965087318	838.2765578177346	14.674022274954055	75.3561292165477	
ENSG00000135838.9	1.4534923825237116	3.9990206473479537	1.0	111.44041706507406	265.56521008288007	
ENSG00000135960.5	1.0	52.463214277244845	1.0	1.0	1.0	
ENSG00000136237.14	1.0	2.011220787637943	60.718065059612734	1.1092753141372569	1.1063205304831738	
ENSG00000136378.10	78.35012315183334	1.0	184.35312894811162	3.6278266283885836	3.67196177910253	
ENSG00000136542.4	79.48679180601594	1.0	1.0	1.0	1.32225598503799	
ENSG00000136689.14	1.0	2.3566632476315057	1.0	2186.8678704404956	51.306377664741575	
ENSG00000137078.4	1.067679056998745	128.26178539754022	1.2862972853358885	1.0	2.130885960220385	
ENSG00000137462.6	1.0	1.7486675587190432	4.799661141842116	828.0817261188763	310.9187425464214	
